paper_id,query,title,abstract,label,query_type,abstract_length,label_length
5456,what is the relation between colitis ulcerosa and body temperature?,THERMOGRAPHY IN THE STUDY OF DECUBITUS ULCERS: PRELIMINARY REPORT,"A method for examining the relationship between pressure and temperature for the purpose of preventing and treating decubitus ulcers is described in this preliminary report. Measurement of body temperature in normal subjects by high resolution medical thermography is reported, and investigations under way for determining pressure‐sore susceptibility of patients are discussed.",High resolution medical thermography can potentially predict and prevent pressure sores by examining body temperature.,question,378,118.0
18139,ginger impact on nausea,Protein and ginger for the treatment of chemotherapy-induced delayed nausea.,"BACKGROUND
Nausea that develops during the period that begins 24 hours after the administration of chemotherapy is called delayed nausea, and occurs in many patients with cancer. Meals high in protein decrease the nausea of motion sickness and pregnancy, possibly by reducing gastric dysrhythmias. Ginger also has antinausea properties.


OBJECTIVES
To explore the use of protein meals with ginger for the treatment of the delayed nausea of chemotherapy.


DESIGN
Twenty-eight (28) patients with cancer receiving chemotherapy for the first time were assigned to 1 of 3 groups. For 3 days beginning the day after their chemotherapy, Control Group patients continued with their normal diet, Protein Group patients consumed a protein drink and ginger twice daily, and High Protein Group patients consumed a protein drink with additional protein and ginger twice daily.


OUTCOME MEASURES
Patients recorded in a diary each day whether they had experienced nausea, whether their nausea had been frequent, whether their nausea had been bothersome, and whether they had needed any antiemetic medication. Gastric myoelectrical activity was assessed in 5 patients before and after ingestion of a high protein meal and ginger.


RESULTS
Reports of nausea, frequent nausea, and bothersome nausea were significantly less common among High Protein Group patients than among Control and Protein Group patients. Furthermore, significantly fewer patients in the High Protein Group used antiemetic medication. Differences between the Protein and Control groups were not statistically significant. In the 5 patients who had tests of gastric myoelectrical activity performed, a significant decrease in gastric dysrhythmia occurred after ingestion of the protein and ginger.


CONCLUSIONS
High protein meals with ginger reduced the delayed nausea of chemotherapy and reduced use of antiemetic medications. Protein with ginger holds the potential of representing a novel, nutritionally based treatment for the delayed nausea of chemotherapy.",High protein meals with ginger reduced the delayed nausea of chemotherapy and reduced use of antiemetic medications.,phrase,2020,116.0
11953,how does diet impact brain function,Pathophysiological Mechanisms on How Nutritionally Related Components Can Have a Negative Impact on Cognition,"Dietary factors have significant effects on cognition. Individual dietary-related factors might affect brain function in many different ways. For example, homocysteine, a diet-related factor, is directly toxic to neurons and astrocytes, activates microglia, and impairs endothelial function and blood–brain barrier. Homocysteine and its oxidized metabolite homocysteic acid may also increase beta-amyloid and increase phosphorylated tau protein in the presence of Alzheimer’s disease. 
 
The homocysteine–methionine cycle is vitally important for methylating reactions involved in the production of neurotransmitters and myelin, degradation of catecholamines, and neurogenesis. Dietary factors affect the local and systemic metabolism of homocysteine by influencing the demand for methylation, and by providing substrates and coenzymes in the cycle and its related metabolic pathways. Excess homocysteine may lower methylation potential in the brain, primarily due to the inhibitory effect of S-adenosylhomocysteine, a reversible metabolite of homocysteine, on methylation reactions.","Dietary factors affect brain function by influencing the homocysteine-methionine cycle, which is vital for neurotransmitter production, myelin formation, and neurogenesis.",question,1083,171.0
20926,what is small medium enterprise?,Inspiration from the Experience of Overseas SMEs' Independent Innovation,"Small and medium-sized enterprise refers to an important fresh force to improve national comprehensive power and international competiveness.In this case,SMEs independent innovation has become an important factor that has the effect on country's economic increase.Based on the analysis of the difficulties of China's SMEs' independent innovation,the article draws lessons from the experience of the SMEs' independent innovation in developed countries and puts forward the suggestion for promoting the SMEs' independent innovation.",Small and medium-sized enterprises (SMEs) are an important force to improve national comprehensive power and international competitiveness.,question,530,139.0
1701,the effects of sexism,The Use of Partial Least Squares–Path Modelling to Understand the Impact of Ambivalent Sexism on Violence-Justification among Adolescents,"Gender violence is generally conceived as a phenomenon concerning only adults. Nonetheless, it is also perpetrated within teenagers’ relationships, as many empirical studies have shown. We therefore have focused our attention on a non-probabilistic sample consisting of 400 adolescents living in Naples (Italy), to study the association between sexism and the justification of violent attitudes. Generally, sexism is recognised as a discriminatory attitude towards people, based on their biological sex. However, it is conventional to talk about sexism as a prejudice against women. The Ambivalent Sexism Inventory (ASI) for adolescents was used to evaluate the two dimensions of ambivalent sexism, i.e., hostile sexism (HS) and benevolent sexism (BS). Moreover, the questionnaire regarding attitudes towards diversity and violence (CADV) was administered to assess participants’ attitudes towards violence. A Partial Least Square–Second Order Path Model reveals that girls’ ambivalent sexism is affected more by benevolent sexism than hostile sexism. On the contrary, among boys, hostile sexism has a higher impact. Finally, benevolent sexist girls justify domestic violence more than boys do.","Benevolent sexist girls justify domestic violence more than boys, and girls' ambivalent sexism is affected more by benevolent sexism than hostile sexism.",phrase,1194,153.0
14600,the benefits of adopting sustainable supply chain management,A systematic literature review of quantitative models for sustainable supply chain management.,"Supply chain management is the basis for the execution of operations, being considered as the core of the business function in the 21st century. On the other hand, at present, factors such as the reduction of natural resources, the search for competitive advantages, government laws and global agreements, have generated a greater interest in the sustainable development, which, in order to achieve it, industries need to rethink and plan their supply chain considering a path of sustainability. So sustainable supply chain management emerges as a means to integrate stakeholders' concern for profit and cost reduction with environmental and social requirements, attracting significant interest among managers, researchers and practitioners. The main objective of this study is to provide a synthesis of the key elements of the quantitative model offerings that use sustainability indicators in the design and management of forward supply chains. To achieve this objective, we developed a systematic literature review that includes seventy articles published during the last decade in peer-reviewed journals in English language. In addition a 4 W's analysis (When, Who, What, and Where) is applied and three structural dimensions are defined and grouped by categories: Supply chain management, modeling and sustainability. As part of the results we evidenced a continuous growth in the scientific production of this type of articles, with a predominance of deterministic mathematical programming models with an environmental economic perspective. Finally, we identified research gaps, highlighting the lack of integral inclusion of a life cycle analysis in the design of supply chain networks.",Adopting sustainable supply chain management integrates stakeholders' concerns for profit and cost reduction with environmental and social requirements.,phrase,1693,152.0
11314,Do isometric exercises improve tendon health and tendinopathy injuries?,The Effectiveness of Isometric Contractions Compared With Isotonic Contractions in Reducing Pain For In-Season Athletes With Patellar Tendinopathy.,"Clinical Scenario: Patellar tendinopathy is a common musculoskeletal disorder affecting the lower-extremities and a difficult condition to manage for athletes that are in season. To facilitate improvement in function and to decrease pain, initial treatment for patellar tendinopathy is typically conservative. Traditional interventions may include eccentric training, cryotherapy, patellar counterforce straps, oral anti-inflammatories, injectable agents, phonophoresis, iontophoresis, orthotics, therapeutic ultrasound, and extracorporeal shockwave. In addition, recent literature suggests that implementing isometric and isotonic contractions may be effective in reducing patellar tendon pain. Focused Clinical Question: How effective are isometric contractions compared with isotonic contractions in reducing pain for in-season athletes with patellar tendinopathy? Summary of Key Findings: Implementation of isometric and isotonic exercises statistically reduced pain levels in the short term of 4 weeks for in-season athletes; however, isometric contractions provided statistically greater pain relief immediately for up to 45 minutes postintervention compared with isotonic contractions. Clinical Bottom Line: Current evidence supports the use of isometric and isotonic contractions to reduce pain for in-season athletes with patellar tendinopathy. Based on the reviewed literature, clinicians should consider utilizing heavy loaded isometrics or progressive heavy loaded isotonic exercises, which showed reduction in pain levels immediately after intervention and at 4-week follow-up for both intervention groups. Isometric contractions appear to provide greater pain relief immediately after intervention. Strength of Recommendation: There is Grade B evidence from 2 level 2 randomized controlled trials and 1 level 3 randomized crossover study supporting the use of isometric and isotonic contractions to reduce patellar tendon pain for in-season athletes.","Isometric and isotonic contractions both reduce pain for in-season athletes with patellar tendinopathy, but isometric contractions provide greater pain relief immediately after intervention.",question,1964,190.0
22327,why part time work leads to heavy academic workload?,Part-Time Faculty: Student Perceptions and Experiences,"Educators and higher education researchers have speculated that the presence of part-time faculty in universities must have a negative impact on students' learning experience. The research reported in this article has yielded no evidence in support of this view. Students tend to be either unaware of, or indifferent toward, differences between part-time and full-time status.","Students are generally unaware of or indifferent to the differences between part-time and full-time faculty, so no negative impact on their learning experience is found.",question,376,169.0
23039,is there unconscious semantic processing?,Specifying attentional top-down influences on subsequent unconscious semantic processing,"Classical theories assume that unconscious automatic processes are autonomous and independent of higher-level cognitive influences. In contrast, we propose that automatic processing depends on a specific configuration of the cognitive system by top-down control. In 2 experiments, we tested the influence of available attentional resources and previously activated task sets on masked semantic priming in a lexical decision task. In Experiment 1, before masked prime presentation, participants were engaged in an easy or hard primary task that differentially afforded attentional resources. Semantic priming was attenuated when the primary task was hard, that is, when only little attentional resources were available. In Experiment 2, a semantic or perceptual induction task differentially modulated subsequent masked semantic priming. Hence, unconscious automatic processing depends on the availability of attentional resources and is susceptible to top-down control.",Unconscious automatic processing depends on the availability of attentional resources and is susceptible to top-down control.,question,969,125.0
5995,what causes youth unemployment in latin america?,Unemployment Hysteresis: Empirical Evidence for Latin America,"This paper analyzes the unemployment dynamics of 18 Latin American countries for the last four decades. We use a time series approach to test the mean reversion of unemployment rates and its approximation to a Natural Rate of Unemployment (NRU). The tests include the possibility of one and two structural changes to account for the occurrence of significant macroeconomic changes experienced by the Latin American economies. In addition, we estimate the order of integration of the series, allowing for fractional degrees of differentiation, to assess the persistence of unemployment in the region. Our results indicate that when endogenous structural changes are included in the model, in general we find evidence of mean reversion of unemployment rates for the Latin American countries under study. Therefore, our findings support the structuralist hypothesis of unemployment.","Unemployment rates in Latin America generally show mean reversion, supporting the structuralist hypothesis of unemployment.",question,879,123.0
9269,how effective is oral care for stroke patients?,Review of the evidence to support oral hygiene in stroke patients.,Maintaining good oral hygiene in patients who have had a stroke is an essential part of care. This literature review highlights the poor provision of such care in acute medical and rehabilitation settings. It reveals a lack of evidence for current practices and suggests that research may be helpful in defining which nursing interventions are most effective.,"Oral hygiene in stroke patients has poor provision and lacks evidence for current practices, suggesting a need for research on effective nursing interventions.",question,359,159.0
7383,what is the importance of individualısm in team sports?,Physical Performance and the Relationship to Game Performance in Elite Adolescent Ice Hockey,"Determining performance indicators within team sports is considerably important as it facilitates the underlying training methodologies of sports performance. The value of understanding individual contribution and the relevant physical factors is of importance when structuring appropriate strength and conditioning training. Therefore, the aim of this study was to analyse the relationships between physical performance and game performance, as well as examining the relationships of physical performance and game performance dependent on competition level. This research project was a case study conducted with a team’s game performance measured across a full season. Twelve elite adolescent male ice hockey players (17.92 ± 0.9 years, 185 ± 8.45 cm, 83.17 ± 8.61 kg) participated in the study after giving informed consent. Physical performance was measured using four tests (horizontal jump, single-leg lateral jump, 15-meter sprint, corner S test), while game performance was calculated through the statistical equation Point Shares. Statistical significance was set at p ≤ 0.05. Physical performance did not depict any strong indications of overall game performance. Instead, results illustrated an inverse relationship between plyometric performance and offensive point shares. However, on-ice agility may be a relevant indicator of game performance dependent on competition level for individuals and sub-groups. Thus, the findings suggest that explaining individual performance within team sports is a highly complex issue that needs further investigation.","Individual performance in team sports is complex, but on-ice agility may be a relevant indicator of game performance depending on competition level for individuals and sub-groups.",question,1564,179.0
17079,does better nurse knowledge prevent incidents?,Risks and the preventive measures for nursing of pediatric patients receiving intravenous infusion,"OBJECTIVE The aim of the study was to determine the risk factors and preventive measures for nursing of pediatric patients undergoing intravenous infusion. METHODS Risk incidents involved in nursing of 153 pediatric patients receiving intravenous infusion in our hospital between Febuary of 2011 and March of 2012 were retrospectively analyzed. RESULTS A total of 7 risk incidents occurred during nursing of the 162 patients in the experimental group, resulting in an incidence rate of 4.32%. The percentage was significantly lower than the 36.60% of the control group(P﹤0.05). CONCLUSION Implementation of goal-oriented preventive measures may effectively reduce the risk of intravenous transfusion in pediatric clinics.",Goal-oriented preventive measures can effectively reduce the risk of intravenous transfusion incidents in pediatric clinics.,question,721,124.0
5130,effect of year building to house price,Housing markets and demographics,"Fifteen years ago, like today, there were concerns that house prices might collapse. One big difference between then and now, however, is the basis for those concerns. Today, people are worried that a house price bubble (if one exists) might burst, while 15 years ago, people were worried about demographic effects, specifically, the inevitable aging of the baby boomers. ; The earlier concern was sparked by a paper by Mankiw and Weil (1989), in which the authors famously predicted that between 1987 and 2007, real house prices could fall by 3% per year. In fact, real house prices grew by an average of 3-1/2% per year from 1987 to 2004. Of course, the Mankiw-Weil prediction may yet come to pass; or it may have already occurred and simply been masked by the surge in demand over the last seven years that is due to other factors. But the relationship between demographics and house prices remains interesting both because housing constitutes such a large component of the typical household's wealth, and because much remains to be understood about the consequences of the baby boomers liquidating their housing and financial assets. In this Economic Letter, I revisit the economics of the housing market and demographics.","Real house prices grew by an average of 3-1/2% per year from 1987 to 2004, despite concerns about demographic effects on the housing market.",phrase,1226,140.0
9309,why is semiconductor production mainly located in asia?,Machinery Trade in East Asia and the Global Financial Crisis,"The global financial crisis since Q3 2008 has influenced the world economy, including that of East Asia. This paper focuses on international production/distribution networks, mainly observed in the machinery sectors in East Asia, and attempts to examine patterns of machinery trade movements during the crisis to explore how and to what extent it has affected trade. More specifically, the paper analyzes these trade patterns, with distinctions between machinery intermediate goods and machinery final products, among trading partners (regions), between intra-regional trade and inter-regional trade, and among machinery sectors, so as to investigate whether there were any differences in reactions to the crisis. Moreover, in order to consider possible seasonality in trade, the paper also attempts to apply the X-12 model and discusses features of trade patterns based not only on actual trade values but also on estimated trade values with seasonal adjustment. Our results demonstrate that effects of the global financial crisis on international production/distribution networks in East Asia do indeed exist but, at the same time, that East Asia’s trade has rapidly recovered through the regional production/distribution networks. In particular, East Asia itself is the major contributor to such a rapid recovery, not only for machinery parts and components trade but also for the machinery final goods trade. This suggests that the existence of dense production/distribution networks in East Asia helps industries to avoid becoming destabilized. It also suggests that East Asia is increasingly gaining importance not only as the production site but also as the consumption site for final products that are produced in the production/distribution networks in the region, implying that [further] activation and expansion of intra-regional demand are essential.",Dense production/distribution networks in East Asia help industries avoid destabilization and the region is increasingly important as both a production and consumption site for machinery products.,question,1862,196.0
932,is mindfulness training for students beneficial?,Teacher experiences of a school-based mindfulness programme,"KEY POINTS • Mindfulness is a practice of non-judgemental, present-moment awareness that occurs when a person brings their attention to the present moment. • This research captured teachers’ perceptions of a 6-week mindfulness programme run for three teachers and their students in the school hall. • The results suggest that mindfulness activities can have benefits for both teachers and students, and that teachers can become confident to incorporate mindfulness practices into their classrooms.","Mindfulness activities can have benefits for both teachers and students, and teachers can become confident to incorporate mindfulness practices into their classrooms.",question,497,166.0
19393,what is small medium enterprise?,SMALL AND MEDIUM ENTERPRISES IN THE CONTEXT OF CONTEMPORARY ECONOMIC DEVELOPMENT,"In the contemporary period, the small and medium enterprise sector is the main vector of sustainable economic development, with a substantial weight in creating the gross domestic product and providing jobs. In this context, the paper highlights the bi-univocal relationship between the attributes of small and medium enterprises, on the one hand and the coordinates defining the modern knowledge-based economy, on the other hand. Also, in this paper the small and medium company is approached and analyzed as the prototype of sustainable organization, based on knowledge.","Small and medium enterprises are the main vector of sustainable economic development, contributing to GDP and job creation.",question,572,123.0
18285,does divorce increase child's depression symptoms?,Parental Depression in the Context of Divorce and the Impact on Children,"The impact of divorce on children has been well documented over the past 30 years. Divorcing parents who are also experiencing clinical depression often have a compromised ability to parent well and to give the children needed support. Children are then impacted both by the divorce itself and the effects of parental depression. They are at higher risk of numerous problems including poorer physical health, deficits in academic performance not attributable to intellectual limitations, poor social functioning, conduct disorder and other disruptive behavior problems, phobias, and other anxiety disorders. Because children of depressed parents are at higher risk for depression themselves, they should be monitored for depressive symptoms. If there are concerns, the child should be assessed by a mental health professional.","Children of divorced parents with depression are at higher risk for depressive symptoms, poor physical health, and other issues.",question,826,128.0
18500,effects of food stamps on community health outcomes,Inside the War on Poverty: The Impact of Food Stamps on Birth Outcomes,"Abstract This paper evaluates the health impacts of a signature initiative of the War on Poverty: the introduction of the modern Food Stamp Program (FSP). Using variation in the month FSP began operating in each U.S. county, we find that pregnancies exposed to FSP three months prior to birth yielded deliveries with increased birth weight, with the largest gains at the lowest birth weights. We also find small but statistically insignificant improvements in neonatal mortality. We conclude that the sizable increase in income from FSP improved birth outcomes for both whites and African Americans, with larger impacts for African American mothers.",Pregnancies exposed to the Food Stamp Program (FSP) three months prior to birth resulted in increased birth weight and small improvements in neonatal mortality.,phrase,649,160.0
11212,what is the effect of perceived service quality on customer satisfaction?,Efek perceived value dan kualitas layanan terhadap behavioral intention: peran mediasi kepuasan pelanggan,"The purpose of this study was to determine the effect of perceived value and service quality on behavioral intention, and the role of mediation with satisfaction. Using a quantitative research approach, the research sample was 384 Indihome customers. The questionnaire was prepared using a 5-point Likert Scale, the data were analyzed by Path Analysis. The research findings explain that perceived value has an effect on service quality, behavioral intention, and customer satisfaction. Customer satisfaction mediates the effect of perceived value and service quality on behavioral intention. For further researchers, it is possible to enter the marketing mix variable.","Perceived value and service quality positively affect customer satisfaction, which in turn mediates their impact on behavioral intention.",question,669,137.0
3087,can surface roughness influence reflectance?,Reflectance and transmittance model for multilayer optical coatings with roughness at oblique incidence,"Abstract Surface roughness is really important to the ultra-low loss of multilayer optical coatings. Reflectance and transmittance model for multilayer optical coatings with surface roughness has been established at normal incidence by A. V. Tikhonravov et al. in 2003. However, under the condition of oblique incidence, no further model which is based on the model of Tikhonravov has ever been reported. In this paper, an approximate reflectance and transmittance model is established for the thin film system with roughness at oblique incidence by analogy and usage of the concept of equivalent refractive index. The small-scale roughness model's effectiveness has been theoretically demonstrated according to the effective medium theory. However, the large-scale roughness model's effectiveness needs other methods to be proved, as the scattering effect of different scale roughness is different. This model might play a significant role to research the scattering loss of oblique incident thin film systems, such as mirrors in ring lasers, deep ultraviolet lasers and interferometers with ultra long cavity length.",Surface roughness is important to the ultra-low loss of multilayer optical coatings and can influence reflectance and transmittance at oblique incidence.,question,1118,153.0
5986,does psychological well being matter?,Challenges in Defining and Measuring Well-Being and Their Implications for Policy,"This chapter focuses on how psychologists understand and measure well-being and the related constructs, mental health and flourishing. For psychologists, well-being is about how people experience their lives, not the objective facts of their lives. Why does well-being matter? Although the instrumental benefits of well-being are frequently cited as the reason for its importance, it is argued here that they are merely a by-product of a high level of well-being. The real reason well-being matters is that well-being is an end in itself – an ultimate good. However, because there is as yet no agreed definition of well-being, there is no universally agreed method for measuring well-being. It is argued here that well-being is a combination of feeling good (the hedonic view) and functioning well (the eudaimonic view), and that in order to advance well-being science, we need a multi-dimensional approach to definition and measurement. Accordingly, at this early stage in the science of well-being, policymakers would be well advised to use measures which encompass a diversity of well-being constructs.","Well-being matters because it is an end in itself, an ultimate good, and its instrumental benefits are merely a by-product of a high level of well-being.",question,1105,153.0
358,what is the impact of exercise before pregnancy on improving pregnancy rates?,Determining the association between physical activity prior to conception and pregnancy rate: A systematic review and meta-analysis of prospective cohort studies,"Abstract We investigated the association between physical activity (PA) before pregnancy and pregnancy rate according to intensity and amount of exercise. Eleven prospective cohort studies were included in this meta-analysis. Any amount of moderate-intensity PA was associated with a statistically higher rate of pregnancy compared to that in patients with no PA (p < .05). Any amount of vigorous PA was associated with decreased pregnancy rate; regular PA was associated with decreased infertility (p > .05). In contrast, vigorous PA was associated with increased infertility (p > .05). Therefore, women who are preparing for pregnancy are recommended to perform regular, moderate-intensity PA.","Moderate-intensity physical activity before pregnancy is associated with a higher pregnancy rate, while vigorous activity may decrease pregnancy rates.",question,695,151.0
19787,implementation of critical points in the pharmaceutical industry,An alternative approach to HACCP system implementation,"Abstract The practical implementation of hazard analysis and critical control point (HACCP) and in particular the definition of the critical control points (CCPs) in the food industry is usually a complex structured task. This is particularly the case of small medium enterprise (SMEs), where quality/safety manager ability, knowledge of the production processes and “sensitiveness” is usually the discriminate for the proper identification and prioritization of risks. The same applies for the definition of causes which may lead to food safety hazards. This paper addresses the issues of how quality/safety managers can objectively and automatically implement the first and second principles of hazard analysis in the application of HACCP, which is the identification of risk priorities and of the related CCPs, by means of a structured, quantitative and qualitative methodology. The proposed methodology combines fault tree analysis (FTA) approach, for the analytical decomposition of the relevant steps in the manufacturing process of a food product, and fuzzy logic, for quantitative measures of occurrence likelihood. The practical implications of the methodology are finally tested through a real case application.","Quality/safety managers can implement HACCP principles by using a structured, quantitative, and qualitative methodology that combines fault tree analysis and fuzzy logic.",phrase,1221,170.0
23449,risks of investing in crypto market,"Cryptocurrency accepting venues, investor attention, and volatility","Abstract Using a novel dataset of cryptocurrency accepting business venues that accept cryptocurrencies as form of payments, we examine the relationship between new crypto accepting venues and crypto volatility. We argue that the number of new venues is a proxy for investor attention. We find that the number of new venues is a significant driver of crypto volatility. Moreover, venues that do not disclose their type of business as well as venues in Europe, North America and Oceania increase crypto volatility. Granger-causality, VAR estimation and a quasi-natural experiment validate our findings.","The number of new cryptocurrency-accepting venues is a significant driver of crypto volatility, particularly in Europe, North America, and Oceania.",phrase,601,147.0
10479,does foreign direct investment affect income inequality?,Foreign direct investment in Mexico Determinants and its effect on income inequality,"By conducting panel data analysis across 32 federal entities in Mexico over the period 1994-2006, this paper studies the determinants of foreign direct investment (FDI) and its effect on income inequality within and between regions. We observe that the level of development and the size of the market have a direct relationship with FDI and therefore, they tend to increase the inequality gap between regions, but there is no evidence suggesting that it creates inequality within them.","Foreign direct investment increases the inequality gap between regions in Mexico, but does not create inequality within them.",question,485,125.0
2762,why mosaicism percentage is different in placenta and amniotic fluid,Prenatal diagnosis and post‐mortem study of a fetus with mosaic trisomy 14 due to a dic(14)(p11),"Amniocentesis at 17 weeks' gestation revealed a mosaic karyotype—46,XX/46,XX, — 14,+dic(14)(p11). No abnormalities were detected on ultrasound. Growth and placentation were normal. The fetus was examined after termination of pregnancy and micrognathia and pulmonary hyperlobation were the only abnormalities detected. Several tissues were set up for cytogenetics, including fetal skin, kidney, ovary, and placenta. The diagnosis was confirmed by these studies. The level of mosaicism varied between tissues, with the trisomy 14 cell line highest in amniotic fluid.","Mosaicism percentage varies between tissues, with the trisomy 14 cell line highest in amniotic fluid.",question,564,101.0
7167,does zinc deficiency lead to depression?,Zinc regulation of adult stem cell proliferation and neurogenesis in the rat dentate gyrus,"Dietary zinc deficiency leads to the development of depression‐ and anxiety‐like behaviors in adult rats. Zinc deficient (ZD) rats displayed anorexia, anhedonia (reduced saccharin:water intake, p<0.001), and decreased exploratory behavior in a light‐dark box test (p<0.05). The antidepressant drug fluoxetine (10mg/kg body wt), a selective serotonin reuptake inhibitor (SSRI), reduced behavioral despair, as measured by the forced swim test, in zinc adequate (ZA), but not ZD rats (p<0.002). Thus, it appears that ZD not only induces depression, but also impairs the efficacy of antidepressant drugs. Because it is known that fluoxetine action is dependent on stem cell proliferation in the dentate gyrus of the adult hippocampus, we hypothesized that low zinc status impairs proliferation in this region of the limbic system. Following 3 wk of zinc‐adequate (ZA, 30 ppm), zinc‐deficient (ZD, 1 ppm), pair‐fed (PF, 30 ppm), or zinc‐supplemented (ZS, 100 ppm) diets, immunohistochemistry was used to quantify the number of Ki67 positive cells as a measure of newly proliferated cells in the dentate. Neurogenesis was determined by the co‐localization of the early neuronal marker, NeuN, with Ki67. Zinc deficiency reduced the number of Ki67 positive cells to 25% of ZA controls (p<0.05). Furthermore, the ZS diet appeared to increase neuronal differentiation. Together, these data suggest that ZD impairs neurogenesis and neuroplasticity in the dentate leading to behaviors consistent with depression in adult rats, and limiting the efficacy of antidepressant drugs.",Zinc deficiency leads to depression-like behaviors in adult rats and impairs the efficacy of antidepressant drugs.,question,1565,114.0
7872,effect of urbanization on development,Urbanization and Social Change in West Africa,"This book is one of a series on urbanization in developing countries intended for undergraduate and graduate students and general readers. It reviews and draws inferences from research in history, anthropology, sociology, geography, demography, and social psychology. In addition, the authors have incorporated into most chapters a selection from the work of another scholar, including several Nigerian writers. By dedicating the book ""to the future of Guinea-Bissau"" and its socialist efforts, Gugler and Flanagan highlight the concern which permeates their work—social equity and especially the allocation of resources to rural populations, as well as urban elites, to achieve truly national development. They begin with a historical overview of urban development in West Africa, going back to the tenth century, examining the importance of trade and external connections, the links between urban and rural life, and speculations on the causes of the rise and decline of urban societies. In the second chapter, they draw attentin to their main theme in analyzing the relationships between contemporary economic development and urbanization. Discussing over-urbanization, the authors conclude hat because of urban unemployment and underemployment the growth of cities is not adding qualitatively or quantitatively to national economic development. Using housing as an example, they review the indadequacies of attempts to solve urban problems, and suggest that the political processes are biased towards the interests of a small group of decision-makers. They urge increased attention to intermediate-sized cities, the full range of urban populations, and the rural masses. Despite the difficulties of obtaining urban employment, rural Africans continue to migrate to cities at a rapid rate. Gugler and Flanagan describe motivations for migration and conclude that the decision to migrate is a rational one for the migrant, conferring benefits in income, services, training opportunites, and lower infant mortality. Most of the evidence is qualitative, perhaps reflecting the available policies to stem present trends of marginalization of parts of the rural population and some rural regions would require more detailed and quantitative understanding of the magnitude and origins of migration flows. Throughout the book the authors show the kinds of links which exist between rural and urban people, cutting across class lines and contributing to social welfare. They describe ways in which urban residents assist migrants, contribute to the support of their rural relatives, and rely on the rural homeland for","Urbanization in West Africa leads to unemployment and underemployment, hindering national economic development.",phrase,2612,111.0
10052,Is marijuana safe for use by children?,Is Cannabis Legalization Eliciting Abusive Behaviors in Parents? A Case Report.,"The interest in cannabis, cannabis-based compounds, and treatments is rapidly growing along with the legalization of marijuana in many countries and widespread use of cannabis derivatives in medical products. A growing body of literature is warning about possible unintentional intoxication in children because of unregulated and unsupervised use of cannabinoids by parents; to our knowledge, very rarely have parental self-prescription and self-administration to their children (affected by neurologic or other disorders or no disorders at all) been reported. We report a 4-year-old child, suffering from an anti-N-methyl-D-aspartate receptor encephalitis, who was found unpredictably positive for cannabis and other illicit substances after drug testing was performed in order to investigate the child's treatment-resistant behavioral disturbances. Toxicologic analyses were also extended to the child's parents, who finally disclosed that they had deliberately administered a cannabis-derived product (cannabidiol extract) as a home remedy for managing their child's behavior. Careless with regard to the possible adverse effects and certain that the product was legal, they presumed there was no need for them to inform the physicians in charge of treating the child of this practice.","Parents' unsupervised use of cannabinoids can lead to unintentional intoxication in children, causing treatment-resistant behavioral disturbances.",question,1288,146.0
2212,what is the best way to restore plants for conservation,Evaluation of an Organic Package of Practice Towards Green Gram Cultivation and Assessment of its Effectiveness in Terms of Crop Sustainability and Soil Quality Development,"Restoration of soil has been identified as the option; to ensure crop sustainability. However, as per Trophobiosis Theory of French Scientist F. Chaboussou, focus on development of healthy plants is necessary to abate pest and disease invasion so as to ensure sustained crop performance, even under unfavorable environmental conditions. The present study, in randomized block design with green gram as test crop; was undertaken in Krishi Vigyan Kendra (Howrah, West Bengal) to evaluate the effectiveness of Inhana Rational Farming (IRF) Technology towards crop yield and soil quality development under different sustainable models viz. organic cultivation, integrated soil with organic crop management and non- chemical crop management; as compared to conventional farming practice. Highest yield was recorded under organic (933 kg ha-1) followed by integrated (921 kg ha-1) and non- chemical plant management (902 kg ha-1). The results were well corroborated with the plant development index obtained under these treatments. Favorable trend of soil quality under sustainable models especially in terms of microbial properties indicated the role of quality compost towards speedy rejuvenation of soil dynamics. The study indicated that reduction of synthetic fertilizers and qualitative management of soil is essential to restrict yield decline. However, plant management shall be prerequisite for ensuring crop sustainability without any time lag and under the changing climatic patterns. In this respect the potential of IRF Technology has been well accounted.","Organic cultivation, integrated soil with organic crop management, and non-chemical plant management can improve crop yield and soil quality for plant conservation.",question,1562,164.0
7889,what is encoding in psychology,An Archetypal Mental Coding Process,"This paper presents evidence for a psychological coding process that meets the criteria that define such processes in organic nature and culture. The recognition of these previously unknown encoding sequences is derived from the recent formulation of an adaptive mental module of the mind—the emotion processing mind—that has evolved to cope with traumatic events and the unique, language derived, explicit human awareness of personal mortality. The emergent awareness of death has served as a selection factor for the evolution of a two-system, emotion-processing mind, with conscious and unconscious components, an arrangement that allows for the invocation of conscious denial, which in turn has fostered the use of encoding when faced with death-related traumas. The paper offers several ways in which evolved mental adaptations have features that are shared with those that are biological. Many aspects of these mental adaptive efforts are comparable to attempts at defense that are carried out by the immune system. In addition, the adaptive approach has been the foundation for the discovery of laws of communication, and thus of the mind, that are on a parallel with those found through mathematical models drawn from Newtonian physics.","Encoding in psychology refers to a process that allows for conscious denial and is used when faced with death-related traumas, as part of the emotion-processing mind.",question,1244,166.0
